0,2,6
0,3,2
0,25,9
0,17,4
0,1,9
0,29,4
1,2,6
1,4,7
1,12,2
1,34,3
1,26,6
1,36,8
2,39,5
2,19,10
2,13,7
2,34,6
2,29,3
3,16,9
3,31,7
3,38,10
3,12,9
3,7,5
3,23,6
4,12,8
4,20,3
4,16,3
4,24,5
5,6,9
5,7,1
5,15,9
5,21,8
5,8,3
5,12,6
5,30,7
6,19,10
6,16,4
6,32,1
6,12,2
6,23,4
6,39,5
6,15,6
7,21,1
7,19,1
7,13,3
7,35,4
7,18,7
8,9,4
8,10,5
8,24,9
9,10,7
9,11,2
9,24,4
9,39,5
9,29,1
9,27,7
10,11,4
10,25,7
10,35,4
10,18,8
10,32,3
10,37,10
11,14,9
11,27,2
11,17,2
12,21,1
12,38,3
13,14,3
13,16,6
13,18,8
13,20,3
13,38,1
14,15,2
14,16,7
14,22,9
14,24,5
14,37,8
15,18,9
15,30,3
16,19,4
16,35,1
16,17,7
16,22,3
17,20,3
17,36,2
18,20,7
19,22,6
19,37,10
19,29,3
19,30,1
20,21,1
20,23,10
20,30,8
21,23,8
21,24,4
22,34,8
22,35,7
23,24,3
24,30,3
24,34,9
25,27,1
25,28,1
26,32,5
26,28,2
27,28,2
27,29,8
27,33,6
28,29,10
28,33,2
28,36,2
28,35,5
29,34,1
31,38,10
31,39,9
32,33,9
32,34,9
33,35,1
35,38,9
36,37,1
37,38,4
37,39,2
