0,1,4
0,2,4
0,3,8
0,4,5
0,5,8
0,6,2
0,8,5
0,9,9
0,10,7
0,13,7
0,14,2
0,15,6
0,16,5
0,17,10
0,25,5
0,26,4
0,28,6
0,30,1
0,31,6
0,32,1
0,36,1
0,39,9
0,40,8
0,44,7
1,5,5
1,7,5
1,13,9
1,16,4
1,18,9
1,21,8
1,29,9
1,35,2
1,37,7
2,5,10
2,6,6
2,7,4
2,11,2
2,17,10
2,19,6
3,5,10
3,6,5
3,8,10
3,10,8
3,42,8
4,8,5
4,10,6
4,11,1
4,12,5
4,14,10
4,21,5
4,23,7
4,24,5
4,27,4
4,29,8
4,30,2
4,32,6
4,39,3
4,46,10
5,6,2
5,7,4
5,9,1
5,10,1
5,11,7
5,12,7
5,14,8
5,18,5
5,19,4
5,20,5
5,33,7
5,35,2
5,37,9
5,41,5
5,43,8
5,45,5
6,7,10
6,8,6
6,9,4
6,11,5
6,12,4
6,13,9
6,15,6
6,16,3
6,17,10
6,20,1
6,23,7
6,24,3
6,25,5
6,26,1
6,29,8
6,30,4
6,40,4
6,41,8
7,9,2
7,12,9
7,19,10
7,26,10
8,13,4
9,15,6
9,16,4
9,21,2
9,22,1
9,24,1
9,25,5
9,27,7
9,29,4
9,31,5
10,23,1
10,35,7
11,18,7
11,21,1
11,22,9
11,25,3
11,30,7
11,34,8
11,36,9
11,42,1
12,28,8
12,32,10
12,38,1
13,14,9
13,15,7
13,22,7
13,35,3
13,43,9
13,46,2
14,17,6
14,22,6
14,28,6
14,46,5
15,18,6
15,19,4
15,24,3
15,37,6
15,40,5
16,41,2
18,20,1
18,44,5
19,20,4
19,23,3
19,32,3
19,33,8
19,34,3
19,38,2
19,39,1
19,41,10
20,38,1
21,26,10
21,27,3
23,27,10
23,28,2
23,33,3
23,34,8
23,37,8
23,38,6
26,34,9
27,31,7
28,33,8
29,31,7
29,36,4
30,42,2
31,44,8
35,36,7
35,39,3
36,43,1
36,46,8
37,45,9
38,40,3
40,42,6
41,43,3
41,44,1
41,45,5
44,45,2
