0,1,1
0,2,7
0,3,3
0,4,5
0,5,3
0,6,1
0,7,10
0,8,10
0,9,4
0,10,5
0,11,5
0,12,3
0,13,3
0,14,6
0,15,1
0,16,8
0,17,8
0,19,7
0,21,10
0,23,1
0,24,1
0,26,3
0,29,4
0,30,9
0,34,2
0,35,3
0,36,1
0,42,10
0,43,3
1,9,7
1,10,9
1,11,4
1,22,7
1,28,4
1,33,8
1,41,5
1,45,8
2,9,3
2,11,7
2,13,4
2,16,2
2,17,9
2,19,7
2,20,1
2,21,2
2,23,4
2,28,3
2,30,7
2,35,5
2,45,10
2,46,3
3,9,9
3,10,2
3,11,5
3,12,7
3,14,6
3,15,8
3,23,4
3,25,5
4,9,3
4,11,1
4,12,9
4,13,5
4,21,9
4,27,7
4,32,3
4,35,3
4,38,7
4,45,6
5,9,10
5,10,4
5,11,9
5,15,2
5,19,9
5,22,9
5,25,8
5,28,2
5,30,8
5,37,6
5,41,10
6,9,5
6,10,3
6,12,5
6,14,1
6,15,9
6,22,9
6,33,1
6,34,10
6,42,6
6,43,4
6,45,2
7,10,7
7,12,2
7,14,7
7,17,10
7,20,8
7,22,1
7,24,9
7,25,3
7,27,10
7,28,7
7,29,9
7,30,1
7,33,4
7,34,6
7,40,3
8,9,9
8,10,10
8,12,5
8,13,5
8,14,9
8,16,3
8,18,4
8,23,5
8,26,2
8,29,4
8,37,4
8,41,10
8,46,8
9,10,2
9,11,2
9,12,1
9,13,6
9,14,6
9,15,1
9,16,8
9,17,2
9,18,10
9,19,7
9,20,4
9,21,9
9,22,8
9,23,6
9,24,5
9,25,9
9,31,4
9,33,3
9,36,2
9,40,2
9,41,3
9,42,4
9,44,2
9,45,3
9,46,1
10,11,1
10,12,7
10,13,1
10,17,3
10,18,4
10,19,7
10,20,10
10,22,8
10,24,4
10,26,5
10,27,4
10,43,1
10,44,7
11,13,1
11,14,7
11,15,9
11,17,3
11,18,9
11,19,3
11,21,6
11,22,5
11,23,4
11,30,7
11,32,1
11,37,9
11,41,8
11,46,4
12,13,7
12,15,10
12,16,4
12,17,7
12,18,3
12,20,9
12,31,5
12,39,6
12,41,5
12,45,2
12,46,10
13,14,5
13,15,2
13,16,1
13,20,10
13,26,9
13,29,10
13,32,5
13,33,3
13,34,3
13,37,3
13,40,10
13,41,7
13,42,8
13,44,5
13,45,4
13,46,4
14,16,1
14,18,7
14,23,8
14,24,9
14,28,8
14,29,10
14,31,7
14,33,8
14,44,5
15,16,5
15,17,6
15,18,2
15,20,10
15,23,2
15,25,1
15,29,10
15,31,5
15,33,6
15,34,4
15,35,6
15,36,7
15,38,5
16,19,10
16,21,7
16,27,6
16,31,10
16,36,3
16,38,10
16,40,5
16,43,9
17,18,3
17,19,1
17,20,9
17,26,5
17,28,4
17,32,3
17,34,8
17,37,9
17,39,2
17,44,3
17,46,8
18,25,2
18,31,10
19,21,2
19,24,9
19,25,1
19,28,9
19,36,1
19,38,10
19,43,2
19,44,8
20,21,3
20,26,5
20,27,2
20,31,8
21,22,1
21,24,4
21,27,6
21,30,9
21,35,7
21,39,7
21,40,3
21,43,5
22,25,4
22,27,10
22,32,1
22,35,3
22,38,2
22,46,1
23,24,6
23,26,8
23,27,1
23,29,1
23,30,5
23,34,6
23,35,4
23,36,10
23,38,4
23,39,4
23,42,8
23,43,7
24,26,8
24,32,7
24,33,4
25,28,5
25,37,7
26,37,10
26,42,9
27,31,2
27,43,2
28,29,8
28,30,5
28,32,9
28,35,5
29,32,1
29,44,6
30,38,9
31,34,10
31,36,10
31,39,3
31,40,4
31,44,4
32,36,8
32,37,10
32,39,3
32,40,6
33,39,1
33,41,4
33,42,7
35,45,4
37,38,8
37,40,2
38,39,7
39,42,4
