0,1,10
0,2,10
0,3,6
0,4,9
0,5,7
0,6,3
0,7,1
0,8,2
0,9,6
0,10,4
0,11,10
0,12,10
0,13,10
0,15,8
0,22,9
0,24,2
0,26,1
0,27,4
0,28,1
0,29,7
0,32,8
0,34,8
0,37,2
0,43,3
0,46,3
1,7,6
1,8,9
1,9,8
1,10,9
1,11,10
1,13,1
1,27,3
1,29,7
1,35,9
1,37,9
1,45,10
2,21,8
3,7,9
3,8,1
3,10,6
3,11,9
3,14,10
3,19,6
3,26,7
3,37,6
3,39,5
3,44,5
4,7,2
4,8,6
4,12,4
4,14,8
4,18,2
4,23,9
4,25,1
4,27,5
4,28,6
4,33,8
4,35,7
4,36,4
4,43,6
4,45,8
5,7,5
5,9,7
5,10,10
5,12,7
5,15,7
5,16,5
5,19,4
5,22,2
5,31,1
5,32,6
5,33,3
5,40,4
5,42,6
6,7,1
6,8,4
6,9,6
6,11,10
6,13,6
6,14,10
6,15,4
6,17,2
6,18,7
6,20,1
6,23,3
6,24,1
6,33,9
6,36,10
7,8,6
7,9,1
7,10,2
7,12,8
7,15,2
7,17,1
7,18,3
7,20,9
7,21,8
7,22,3
7,25,3
7,30,9
7,31,9
7,34,6
7,38,10
7,40,9
7,41,2
7,45,1
8,9,5
8,10,3
8,11,7
8,14,8
8,16,4
8,17,2
8,19,5
8,20,3
8,21,10
8,23,8
8,24,4
8,28,2
8,30,1
8,31,2
8,40,4
8,43,7
8,45,4
9,12,5
9,14,4
9,15,5
9,16,3
9,17,10
9,20,5
9,21,9
9,25,8
9,33,2
10,11,1
10,12,3
10,13,7
10,19,1
10,20,5
10,21,3
10,26,4
10,28,5
10,33,10
10,34,2
10,38,8
11,13,10
11,14,1
11,15,1
11,16,2
11,18,1
11,20,5
11,23,5
11,36,7
12,13,9
12,19,10
12,38,1
13,18,7
13,35,10
13,39,4
14,16,9
14,17,7
14,19,8
14,21,3
14,22,6
14,24,3
14,25,8
14,28,6
14,29,5
14,39,1
14,41,6
14,44,3
15,16,6
15,23,3
15,32,10
15,41,4
16,17,6
16,24,10
16,27,9
16,30,5
16,32,8
16,37,9
16,38,2
16,42,6
17,18,8
17,23,5
17,28,10
17,29,5
17,35,9
17,37,6
17,38,2
17,39,4
17,40,7
17,42,10
18,30,1
18,35,5
19,26,10
19,31,10
19,46,4
20,22,7
20,27,6
20,30,10
20,42,5
20,46,5
21,22,10
21,24,6
21,26,2
22,29,4
22,31,8
22,41,8
22,44,10
23,25,6
23,27,6
23,45,1
24,25,7
24,36,7
25,26,9
25,30,5
25,34,2
25,35,8
25,40,1
26,29,4
26,36,3
26,37,7
26,43,10
27,33,10
28,34,1
28,43,5
29,32,8
29,39,7
29,42,10
30,31,3
30,44,7
31,32,5
31,34,3
31,36,8
31,44,5
32,40,7
32,41,5
32,42,10
32,44,2
32,46,3
33,41,1
34,39,7
35,38,3
35,46,1
40,43,7
41,45,8
45,46,4
