0,2,6
0,3,6
0,4,7
0,6,1
0,7,6
0,8,6
0,9,9
0,11,7
0,12,7
0,13,1
0,14,7
0,15,9
0,16,6
0,17,2
0,18,3
0,19,2
0,21,3
0,22,2
0,23,2
0,24,9
0,26,2
0,27,9
0,28,7
0,29,4
0,30,4
0,32,2
0,33,10
0,34,2
0,35,7
0,36,6
0,37,1
0,38,2
0,40,6
0,41,4
0,44,9
0,45,5
0,46,2
1,2,7
1,3,5
1,5,7
1,7,1
1,8,10
1,9,6
1,10,7
1,11,10
1,12,5
1,13,1
1,14,4
1,15,4
1,16,1
1,18,2
1,19,6
1,20,1
1,21,3
1,22,1
1,23,1
1,24,10
1,25,3
1,26,8
1,27,5
1,28,9
1,29,2
1,30,3
1,32,8
1,33,8
1,34,8
1,35,6
1,37,2
1,38,9
1,39,7
1,40,4
1,41,1
1,43,3
1,44,1
1,46,6
2,3,1
2,4,5
2,5,4
2,6,5
2,7,6
2,8,1
2,10,2
2,11,10
2,12,3
2,13,7
2,15,5
2,16,3
2,17,7
2,18,1
2,19,6
2,20,1
2,21,10
2,22,2
2,23,10
2,25,4
2,26,1
2,27,7
2,28,5
2,29,9
2,30,3
2,31,7
2,32,6
2,33,9
2,35,6
2,36,3
2,40,9
2,41,9
2,42,9
2,43,8
2,44,2
2,45,4
2,46,10
3,4,6
3,5,4
3,6,1
3,7,9
3,8,9
3,9,4
3,10,8
3,11,8
3,13,4
3,14,7
3,15,4
3,16,9
3,17,10
3,18,1
3,19,9
3,20,1
3,21,7
3,23,3
3,24,6
3,25,6
3,26,3
3,28,5
3,29,10
3,30,3
3,31,3
3,32,7
3,33,2
3,34,7
3,35,10
3,36,6
3,37,3
3,39,7
3,40,1
3,41,8
3,42,4
3,43,4
3,44,10
3,45,8
4,5,6
4,6,2
4,7,9
4,8,3
4,9,1
4,10,10
4,12,6
4,13,3
4,14,4
4,16,4
4,17,8
4,18,8
4,19,2
4,20,6
4,21,4
4,22,8
4,24,2
4,25,7
4,26,4
4,27,10
4,29,7
4,30,4
4,31,9
4,32,10
4,33,3
4,35,8
4,36,10
4,37,8
4,39,3
