0,2,10
0,5,3
0,6,8
0,8,1
0,9,10
0,10,9
0,11,8
0,14,2
0,15,3
0,16,5
0,17,10
0,20,6
0,22,2
0,23,9
0,25,6
0,26,4
0,27,5
0,29,8
0,30,4
0,31,2
0,32,4
1,2,9
1,3,2
1,4,3
1,6,5
1,7,3
1,9,1
1,11,3
1,13,3
1,14,7
1,15,1
1,19,3
1,20,3
1,21,7
1,25,5
1,26,5
1,27,9
1,31,6
2,3,2
2,5,9
2,6,6
2,7,4
2,8,10
2,9,9
2,11,7
2,12,2
2,15,3
2,17,6
2,18,7
2,19,4
2,22,8
2,23,8
2,26,8
2,27,3
2,28,5
2,29,4
2,31,4
2,32,2
3,4,5
3,5,1
3,8,4
3,11,2
3,12,10
3,13,6
3,14,1
3,16,1
3,17,8
3,19,10
3,21,3
3,22,8
3,23,6
3,25,1
3,28,1
3,30,3
3,31,5
3,32,7
4,5,10
4,6,6
4,8,9
4,13,9
4,14,7
4,16,3
4,17,10
4,19,4
4,20,10
4,21,6
4,22,4
4,24,2
4,25,8
4,26,2
4,31,6
5,6,2
5,7,7
5,8,5
5,9,5
5,10,9
5,11,1
5,13,5
5,14,3
5,16,4
5,17,5
5,18,1
5,19,6
5,20,4
5,22,1
5,23,2
5,24,1
5,26,8
5,27,10
5,28,6
5,29,4
5,30,6
6,7,2
6,8,10
6,11,6
6,13,3
6,14,3
6,15,10
6,17,7
6,18,2
6,19,9
6,20,5
6,23,6
6,25,10
6,26,3
6,27,2
6,30,2
6,32,4
7,9,10
7,11,1
7,12,9
7,13,8
7,16,2
7,18,6
7,19,9
7,20,8
7,25,2
7,26,7
7,27,1
7,29,1
7,31,7
8,10,8
8,13,4
8,16,5
8,17,8
8,18,3
8,21,8
8,24,5
8,27,7
8,28,9
8,30,5
9,10,10
9,12,3
9,15,8
9,16,8
9,17,6
9,18,3
9,19,8
9,21,5
9,22,10
9,23,5
9,24,7
9,25,2
9,26,2
9,29,7
9,32,5
10,11,7
10,12,6
10,13,2
10,14,9
10,15,8
10,16,1
10,19,10
10,20,10
10,21,1
10,22,7
10,24,3
10,25,2
10,26,2
10,27,2
10,29,2
10,30,1
10,31,4
11,12,4
11,15,1
11,17,7
11,18,8
11,19,3
11,20,10
11,21,4
11,22,4
11,23,10
11,25,10
11,26,3
11,29,7
11,30,4
11,31,10
11,32,5
12,14,5
12,15,3
12,16,2
12,19,1
12,20,7
12,22,6
12,23,8
12,26,4
12,27,8
12,29,1
12,30,7
12,32,10
13,14,4
13,15,1
13,17,3
13,18,7
13,20,9
13,21,6
13,22,3
13,23,4
13,24,5
13,25,9
13,26,10
13,27,5
13,29,8
13,30,1
13,32,10
14,15,4
14,18,8
14,19,7
14,20,7
14,23,5
14,25,7
14,26,4
14,27,1
14,28,1
14,29,5
14,30,9
14,31,1
15,17,2
15,19,6
15,21,8
15,24,7
15,29,4
15,30,1
15,31,7
15,32,4
16,18,1
16,19,7
16,20,6
16,22,6
16,24,10
16,25,9
16,26,2
16,30,3
16,31,8
17,19,5
17,20,6
17,22,8
17,23,2
17,24,3
17,25,8
17,26,4
17,27,5
17,29,2
17,30,8
17,31,6
17,32,5
18,19,7
18,22,8
18,31,8
18,32,7
19,20,3
19,21,8
19,22,5
19,23,7
19,24,7
19,25,5
19,26,7
19,27,10
19,28,2
19,31,8
20,21,4
20,22,9
20,23,1
20,25,5
20,27,5
20,28,9
20,31,7
21,23,9
21,24,3
21,28,5
21,29,4
22,23,5
22,25,2
22,27,1
22,28,9
22,30,9
22,32,5
23,27,5
23,28,6
23,31,8
24,25,4
24,26,2
24,27,1
24,28,9
24,30,2
24,32,7
25,26,7
25,27,2
25,28,10
25,29,4
25,30,4
26,27,3
26,29,5
26,32,9
27,28,5
27,29,2
27,30,9
27,31,5
27,32,3
29,30,6
29,32,10
