0,2,5
0,3,10
0,4,9
0,7,3
0,8,9
0,9,9
0,12,2
0,14,5
0,15,5
0,16,7
0,17,4
0,18,10
0,19,4
0,21,1
0,22,9
0,23,7
0,24,6
0,25,1
0,27,6
0,30,1
0,31,2
0,32,6
0,34,10
0,35,1
0,36,9
0,37,2
0,38,8
0,39,1
0,40,2
0,42,6
0,43,9
0,44,5
0,49,9
0,51,7
1,2,8
1,3,1
1,4,7
1,5,6
1,6,4
1,7,6
1,9,7
1,10,7
1,12,7
1,13,10
1,14,9
1,15,2
1,17,3
1,18,1
1,20,7
1,21,6
1,24,5
1,25,7
1,27,6
1,29,4
1,30,9
1,31,5
1,32,5
1,33,6
1,34,4
1,35,4
1,36,10
1,37,2
1,40,4
1,41,5
1,42,6
1,43,3
1,45,9
1,46,10
1,47,5
1,48,8
1,49,6
1,51,1
2,5,1
2,6,5
2,9,5
2,10,2
2,11,2
2,13,9
2,14,9
2,15,7
2,16,1
2,18,4
2,19,1
2,20,10
2,21,4
2,22,10
2,23,8
2,24,6
2,25,3
2,29,9
2,30,5
2,31,5
2,33,5
2,35,10
2,36,4
2,37,1
2,38,9
2,40,2
2,41,6
2,42,8
2,43,10
2,44,7
2,45,3
2,46,7
2,48,3
2,50,3
3,4,1
3,6,4
3,8,8
3,9,2
3,11,3
3,12,5
3,14,1
3,17,8
3,18,1
3,20,2
3,21,7
3,24,8
3,26,2
3,29,1
3,30,9
3,31,4
3,34,9
3,35,7
3,36,10
3,37,1
3,38,4
3,40,9
3,43,8
3,45,1
3,50,8
4,5,6
4,7,4
4,8,7
4,9,6
4,10,5
4,15,4
4,17,7
4,19,5
4,20,7
4,21,6
4,22,4
4,23,2
4,24,3
4,25,5
4,26,6
4,27,5
4,29,5
4,31,7
4,32,7
4,33,1
4,34,3
4,35,5
4,37,5
4,40,6
4,41,10
4,42,4
4,44,2
4,45,10
4,46,5
4,47,10
4,49,4
4,50,8
4,51,3
5,7,5
5,8,5
5,9,8
5,10,7
5,11,8
5,13,4
5,15,8
5,16,8
5,17,7
5,18,8
5,20,1
5,21,2
5,22,6
5,23,6
5,24,3
5,26,10
5,28,7
5,29,9
5,30,8
5,31,10
5,34,7
5,35,3
5,36,3
5,37,2
5,38,1
5,39,2
5,41,1
5,44,4
5,45,8
5,46,1
5,47,9
5,49,4
5,50,9
5,51,9
6,7,2
6,8,7
6,9,1
6,11,6
6,12,5
6,13,1
6,14,8
6,16,2
6,18,9
6,21,5
6,26,1
6,27,1
6,28,10
6,31,10
6,32,2
6,33,2
6,34,2
6,36,1
6,42,1
6,43,5
6,44,4
6,45,5
6,46,7
6,47,2
6,48,7
6,50,7
6,51,9
7,8,2
7,9,10
7,10,7
7,11,2
7,12,4
7,13,3
7,14,6
7,15,8
7,16,1
7,17,7
7,18,4
7,19,5
7,20,3
7,21,5
7,22,5
7,24,5
7,25,10
7,26,8
7,27,3
7,30,7
7,31,3
7,32,8
7,33,10
7,39,2
7,40,3
7,42,4
7,43,1
7,44,2
7,45,4
7,46,7
7,47,2
7,48,2
7,49,10
7,50,9
8,10,4
8,11,5
8,12,7
8,13,5
8,14,1
8,15,3
8,17,5
8,18,6
8,19,9
8,24,5
8,25,10
8,26,5
8,28,10
8,29,7
8,30,2
8,31,4
8,32,4
8,34,2
8,35,10
8,36,6
8,39,10
8,40,4
8,42,1
8,43,8
8,44,1
8,46,4
8,47,10
8,49,10
8,50,6
9,10,5
9,13,1
9,14,10
9,15,1
9,19,8
9,20,4
9,21,7
9,22,6
9,25,5
9,26,5
9,27,6
9,28,9
9,29,8
9,30,5
9,31,9
9,33,8
9,34,6
9,35,8
9,40,7
9,41,6
9,42,4
9,43,6
9,44,2
9,47,9
9,48,6
9,50,4
9,51,7
10,12,2
10,13,3
10,14,9
10,15,6
10,16,5
10,17,4
10,19,8
10,20,7
10,21,3
10,22,10
10,25,9
10,26,5
10,28,2
10,30,9
10,31,4
10,32,6
10,34,7
10,36,6
10,38,7
10,39,9
10,41,6
10,42,9
10,43,9
10,44,10
10,45,8
10,46,6
10,47,7
10,48,7
10,49,7
10,50,3
11,12,3
11,13,10
11,14,5
11,15,4
11,16,1
11,17,1
11,18,10
11,19,5
11,20,10
11,21,10
11,22,9
11,23,1
11,25,9
11,26,4
11,27,1
11,28,10
11,29,5
11,30,3
11,31,6
11,32,7
11,33,4
11,37,3
11,38,3
11,41,9
11,42,6
11,43,8
11,45,9
11,46,3
11,48,7
11,49,2
11,50,5
12,13,9
12,14,1
12,15,8
12,16,7
12,18,4
12,19,4
12,20,8
12,21,9
12,22,9
12,23,2
12,24,2
12,25,9
12,26,8
12,29,1
12,30,2
12,31,6
12,35,3
12,38,7
12,39,8
12,40,9
12,42,7
12,43,9
12,44,4
12,45,1
12,48,5
12,51,2
13,14,10
13,16,5
13,19,2
13,20,5
13,21,9
13,22,3
13,24,5
13,25,5
13,26,10
13,27,4
13,28,9
13,29,8
13,31,3
13,33,2
13,34,5
13,36,1
13,37,5
13,39,9
13,40,8
13,41,6
13,42,8
13,43,2
13,44,6
13,45,7
13,49,7
13,50,6
13,51,7
14,15,3
14,17,6
14,19,4
14,23,1
14,24,6
14,25,9
14,26,9
14,27,4
14,29,8
14,32,10
14,33,6
14,34,8
14,35,6
14,36,8
14,37,5
14,38,8
14,39,8
14,40,6
14,41,3
14,42,8
14,43,3
14,44,8
14,46,9
14,47,3
14,49,10
14,51,8
15,17,5
15,18,1
15,19,5
15,20,1
15,21,3
15,22,10
15,24,8
15,25,6
15,26,9
15,27,8
15,28,3
15,29,6
15,30,1
15,31,9
15,33,6
15,34,6
15,36,8
15,37,6
15,39,5
15,41,9
15,42,9
15,43,9
15,46,5
15,48,8
15,50,10
15,51,4
16,17,9
16,18,8
16,19,7
16,21,6
16,23,1
16,24,5
16,26,4
16,27,8
16,28,3
16,29,2
16,32,10
16,33,6
16,37,4
16,39,6
16,40,8
16,41,10
16,43,9
16,44,6
16,45,2
16,46,6
16,48,10
16,50,4
16,51,4
17,18,9
17,19,7
17,20,10
17,21,9
17,23,2
17,24,9
17,28,7
17,30,7
17,31,3
17,32,10
17,33,9
17,34,4
17,35,10
17,37,1
17,39,4
17,40,1
17,43,8
17,44,8
17,45,5
17,47,4
17,50,2
17,51,10
18,19,8
18,20,2
18,22,8
18,23,2
18,25,7
18,29,10
18,30,9
18,32,9
18,33,1
18,34,5
18,35,7
18,37,4
18,38,8
18,40,8
18,41,3
18,42,10
18,43,2
18,44,6
18,45,10
18,46,1
18,47,4
18,49,6
18,50,1
19,21,5
19,23,3
19,25,8
19,26,8
19,27,10
19,32,10
19,33,8
19,34,4
19,35,7
19,36,2
19,37,10
19,38,7
19,40,9
19,42,7
19,46,2
19,47,9
19,48,1
19,50,4
19,51,7
20,21,8
20,24,2
20,25,7
20,26,4
20,27,8
20,32,2
20,34,9
20,35,3
20,36,7
20,38,8
20,39,1
20,41,5
20,42,8
20,44,3
20,45,10
20,46,4
20,48,7
20,49,8
20,50,1
20,51,6
21,22,10
21,23,1
21,24,6
21,27,8
21,28,2
21,29,2
21,30,7
21,35,2
21,37,7
21,38,9
21,40,7
21,42,3
21,43,9
21,45,4
21,46,1
21,47,3
21,48,2
21,50,6
21,51,4
22,23,3
22,24,10
22,25,4
22,26,10
22,27,6
22,28,10
22,29,3
22,30,9
22,32,6
22,33,5
22,34,3
22,35,8
22,37,5
22,38,2
22,39,10
22,40,5
22,41,3
22,43,6
22,45,8
22,46,8
22,48,2
22,49,7
22,51,7
23,25,9
23,28,2
23,29,10
23,30,4
23,31,1
23,34,5
23,35,5
23,36,7
23,37,10
23,38,5
23,40,1
23,42,9
23,43,2
23,44,2
23,45,10
23,47,3
23,48,4
23,49,3
23,50,2
23,51,9
24,25,3
24,27,6
24,28,5
24,29,4
24,30,4
24,31,9
24,32,3
24,33,8
24,34,10
